date,open,high,low,close,volume,prob_up,prob_reversal,agreement_trend,agreement_mr,market_regime,signal,position_size,stop_loss_pct,take_profit_pct,max_hold_days,rsi_14,macd,bb_position,adx,volatility_10
2026-01-01,243.0,245.0,241.22,243.25,837633,0.6146506499707044,0.10961427429843798,3,0,neutral,BUY,0.25,"(0.06763764498605197, 0.10145646747907797)","(0.06763764498605197, 0.10145646747907797)",5,64.5150501672241,1.643135088667492,0.7945855851719964,48.45336978951972,0.0258762192391012
2026-01-02,243.29,246.85,241.05,245.88,933297,0.775304152294531,0.10961427429843798,3,0,neutral,STRONG_BUY,0.3,"(0.06906969718097096, 0.10360454577145645)","(0.06906969718097096, 0.10360454577145645)",5,65.25867714472821,2.102074189684288,0.8283503079755739,47.3457324510208,0.025565080049752
2026-01-05,246.4,247.39,242.3,244.58,575835,0.8027182099113428,0.10961427429843798,3,0,neutral,STRONG_BUY,0.3,"(0.06995081948062563, 0.10492622922093844)","(0.06995081948062563, 0.10492622922093844)",5,63.15445026178011,2.3339828962965044,0.7668616137569433,47.39816615887999,0.0258633617314119
